date;hosp_counts;mean_temp;min_temp;max_temp
2020-10-07;177.0;10.0;7.6;13.4
2020-10-08;205.0;11.1;6.9;17.3
2020-10-09;223.0;11.9;7.1;17.8
2020-10-10;213.0;10.1;6.4;12.3
2020-10-11;153.0;6.8;2.6;10.4
2020-10-12;218.0;5.3;1.3;9.9
2020-10-13;221.0;4.9;-0.3;9.4
2020-10-14;265.0;7.0;5.0;10.6
2020-10-15;209.0;6.2;5.1;8.2
2020-10-16;253.0;7.7;5.5;10.4
2020-10-17;242.0;7.7;6.3;9.9
2020-10-18;208.0;7.7;3.5;10.7
2020-10-19;277.0;5.7;0.4;12.1
2020-10-20;240.0;7.7;1.6;14.2
2020-10-21;277.0;10.8;6.3;16.7
2020-10-22;276.0;10.7;5.4;16.3
2020-10-23;308.0;11.9;10.4;12.8
2020-10-24;348.0;10.5;4.5;15.3
2020-10-25;305.0;9.3;4.1;15.4
2020-10-26;292.0;6.2;4.9;9.6
2020-10-27;276.0;7.5;4.9;10.9
2020-10-28;284.0;9.8;6.2;13.7
2020-10-29;268.0;11.0;9.6;12.6
2020-10-30;264.0;10.4;5.4;16.1
2020-10-31;278.0;7.5;3.5;14.3
2020-11-01;255.0;9.7;5.3;14.4
2020-11-02;321.0;14.9;10.6;20.6
2020-11-03;252.0;11.2;7.4;14.9
2020-11-04;220.0;6.5;5.8;7.5
2020-11-05;244.0;7.1;5.9;8.2
2020-11-06;220.0;7.2;3.6;9.8
2020-11-07;196.0;5.7;4.1;8.1
2020-11-08;219.0;7.5;4.2;13.5
2020-11-09;252.0;7.5;3.0;14.1
2020-11-10;191.0;5.9;4.0;9.1
2020-11-11;188.0;7.3;4.6;9.3
2020-11-12;206.0;8.9;3.6;14.4
2020-11-13;170.0;6.5;1.9;12.4
2020-11-14;209.0;6.5;1.1;13.8
2020-11-15;152.0;7.5;1.4;13.4
2020-11-16;181.0;7.9;3.7;11.0
2020-11-17;151.0;5.3;1.0;10.6
2020-11-18;165.0;4.6;-0.4;11.8
2020-11-19;160.0;5.4;0.8;9.9
2020-11-20;195.0;3.5;-1.3;5.3
2020-11-21;180.0;-0.2;-2.6;4.0
2020-11-22;157.0;0.4;-4.1;6.9
2020-11-23;200.0;1.5;-2.0;6.4
2020-11-24;178.0;-0.2;-3.2;1.8
2020-11-25;163.0;0.5;-0.4;2.0
2020-11-26;165.0;0.5;-1.3;2.0
2020-11-27;191.0;0.4;-0.8;1.9
2020-11-28;187.0;-0.2;-1.6;1.0
2020-11-29;180.0;0.5;-0.6;1.4
2020-11-30;166.0;-0.4;-0.7;0.1
2020-12-01;192.0;1.0;-0.4;2.8
2020-12-02;194.0;0.8;0.2;1.2
2020-12-03;182.0;0.5;-3.4;4.4
2020-12-04;209.0;0.8;-1.2;3.5
2020-12-05;170.0;0.8;-0.8;1.5
2020-12-06;144.0;1.2;0.3;2.6
2020-12-07;209.0;1.5;-0.1;3.1
2020-12-08;194.0;-0.1;-1.1;0.6
2020-12-09;219.0;0.3;-1.5;1.3
2020-12-10;198.0;-0.8;-3.3;0.0
2020-12-11;178.0;-0.7;-2.4;0.6
2020-12-12;191.0;2.6;0.2;4.2
2020-12-13;165.0;3.8;0.2;6.2
2020-12-14;189.0;1.6;-3.0;6.1
2020-12-15;209.0;3.8;1.3;5.9
2020-12-16;189.0;4.3;2.3;5.4
2020-12-17;245.0;4.2;2.8;7.1
2020-12-18;222.0;3.6;0.1;8.4
2020-12-19;238.0;1.4;-1.3;4.4
2020-12-20;209.0;3.8;0.6;6.5
2020-12-21;240.0;5.5;3.7;6.8
2020-12-22;232.0;9.1;5.5;13.4
2020-12-23;223.0;7.9;4.0;11.7
2020-12-24;209.0;6.5;2.9;8.9
2020-12-25;195.0;1.0;-0.8;3.0
2020-12-26;203.0;-1.4;-4.2;1.5
2020-12-27;181.0;-2.3;-5.0;0.6
2020-12-28;197.0;0.8;-1.6;3.3
2020-12-29;161.0;2.9;0.6;5.8
2020-12-30;179.0;1.2;-0.2;3.2
2020-12-31;194.0;0.0;-3.1;2.3
2021-01-01;185.0;0.7;0.2;1.5
2021-01-02;205.0;0.3;-0.6;0.8
2021-01-03;163.0;-0.8;-4.3;0.4
2021-01-04;191.0;-1.3;-2.9;-0.4
2021-01-05;165.0;-1.3;-1.8;-0.7
2021-01-06;152.0;-1.1;-2.1;-0.4
2021-01-07;160.0;-0.8;-2.0;1.4
2021-01-08;157.0;-1.6;-6.2;1.5
2021-01-09;157.0;-3.6;-8.7;-1.0
2021-01-10;146.0;-2.3;-3.2;-1.3
2021-01-11;163.0;-4.4;-7.7;-2.3
2021-01-12;173.0;-1.8;-8.1;2.5
2021-01-13;169.0;2.6;0.9;4.5
2021-01-14;142.0;4.0;2.9;5.0
2021-01-15;171.0;-0.4;-6.4;4.0
2021-01-16;163.0;-4.0;-7.2;-1.8
2021-01-17;114.0;0.7;-1.9;2.0
2021-01-18;170.0;0.5;-2.3;3.3
2021-01-19;155.0;-0.6;-5.5;4.1
2021-01-20;158.0;0.3;-3.6;5.4
2021-01-21;163.0;3.3;-0.7;7.5
2021-01-22;161.0;5.1;0.8;8.9
2021-01-23;143.0;1.8;-0.3;3.8
2021-01-24;153.0;1.3;-1.6;4.1
2021-01-25;157.0;-0.3;-1.7;0.8
2021-01-26;169.0;-2.1;-6.1;1.7
2021-01-27;156.0;-1.5;-6.3;1.5
2021-01-28;172.0;6.2;1.1;10.2
2021-01-29;165.0;7.6;5.2;9.9
2021-01-30;137.0;5.3;4.3;6.0
2021-01-31;134.0;5.7;4.5;7.4
2021-02-01;192.0;6.0;4.3;8.0
2021-02-02;149.0;7.8;5.6;9.6
2021-02-03;163.0;8.6;6.7;11.1
2021-02-04;203.0;5.8;2.2;8.9
2021-02-05;164.0;5.9;2.2;11.1
2021-02-06;167.0;4.7;1.6;7.0
2021-02-07;165.0;4.2;2.0;7.1
2021-02-08;147.0;3.5;-0.1;7.9
2021-02-09;153.0;0.4;-0.5;2.0
2021-02-10;157.0;1.0;-3.5;5.1
2021-02-11;149.0;-5.3;-6.8;-3.5
2021-02-12;160.0;-6.5;-7.6;-5.2
2021-02-13;150.0;-7.5;-9.3;-5.9
2021-02-14;135.0;-5.6;-9.9;-0.7
2021-02-15;151.0;0.3;-5.0;3.9
2021-02-16;156.0;4.0;0.9;9.5
2021-02-17;147.0;5.4;-0.3;10.9
2021-02-18;158.0;2.8;-2.6;7.9
2021-02-19;155.0;6.9;2.2;13.2
2021-02-20;129.0;5.6;-0.6;13.2
2021-02-21;130.0;5.6;-1.2;14.9
2021-02-22;172.0;4.8;-1.5;12.0
2021-02-23;146.0;6.9;-0.2;15.5
2021-02-24;175.0;7.6;1.2;16.3
2021-02-25;188.0;8.0;0.4;16.8
2021-02-26;175.0;8.0;0.4;15.0
2021-02-27;172.0;5.1;3.3;7.3
2021-02-28;166.0;2.7;-1.9;6.0
2021-03-01;196.0;3.2;-2.8;11.0
2021-03-02;198.0;5.4;-2.0;14.8
2021-03-03;184.0;5.3;0.4;10.1
2021-03-04;183.0;7.6;2.2;13.7
2021-03-05;196.0;4.9;1.7;7.1
2021-03-06;202.0;1.7;-0.5;5.0
2021-03-07;179.0;4.4;-0.8;10.3
2021-03-08;183.0;5.1;1.1;9.8
2021-03-09;186.0;2.8;-1.9;8.1
2021-03-10;172.0;4.7;-2.8;10.5
2021-03-11;203.0;9.8;5.7;13.2
2021-03-12;191.0;6.9;3.2;10.3
2021-03-13;165.0;7.3;2.7;11.9
2021-03-14;167.0;2.4;1.0;3.8
2021-03-15;199.0;2.7;0.8;4.8
2021-03-16;164.0;2.7;0.3;5.5
2021-03-17;174.0;2.3;0.6;5.6
2021-03-18;158.0;1.0;-1.4;4.7
2021-03-19;157.0;1.1;-3.2;5.9
2021-03-20;178.0;0.1;-2.3;3.5
2021-03-21;168.0;1.6;-3.2;5.5
2021-03-22;177.0;2.8;-1.0;6.8
2021-03-23;175.0;3.7;-2.7;10.9
2021-03-24;184.0;6.0;-2.8;14.8
2021-03-25;221.0;7.7;-0.8;15.3
2021-03-26;202.0;9.3;-0.2;16.0
2021-03-27;222.0;6.8;0.4;10.9
2021-03-28;184.0;6.2;-1.5;14.4
2021-03-29;225.0;9.6;1.3;18.8
2021-03-30;246.0;11.4;2.3;20.4
2021-03-31;232.0;13.1;3.7;22.4
2021-04-01;233.0;13.6;5.5;22.2
2021-04-02;234.0;12.1;5.3;20.4
2021-04-03;236.0;5.4;0.0;9.1
2021-04-04;175.0;5.5;-2.2;13.0
2021-04-05;198.0;6.5;-0.9;15.1
2021-04-06;195.0;0.4;-2.7;4.9
2021-04-07;187.0;0.6;-2.4;4.3
2021-04-08;240.0;4.0;-3.0;10.9
2021-04-09;214.0;8.2;-1.7;16.1
2021-04-10;187.0;10.6;6.3;15.0
2021-04-11;182.0;10.5;5.7;18.4
2021-04-12;170.0;2.6;-1.3;7.0
2021-04-13;176.0;1.9;-2.7;7.0
2021-04-14;172.0;2.6;-2.1;7.9
2021-04-15;157.0;2.9;-1.7;8.6
2021-04-16;178.0;3.8;-1.6;9.3
2021-04-17;172.0;4.2;-0.7;9.7
2021-04-18;171.0;4.6;-1.4;10.2
2021-04-19;170.0;6.1;-1.5;11.9
2021-04-20;153.0;8.2;1.8;15.2
2021-04-21;165.0;8.6;1.1;16.4
2021-04-22;207.0;10.4;3.4;17.3
2021-04-23;173.0;10.7;3.3;17.9
2021-04-24;181.0;11.8;2.0;20.5
2021-04-25;178.0;12.7;4.4;20.0
2021-04-26;165.0;11.5;6.8;17.0
2021-04-27;160.0;11.9;4.2;18.6
2021-04-28;187.0;12.6;8.5;18.4
2021-04-29;180.0;11.3;8.5;15.2
2021-04-30;172.0;9.0;6.4;11.9
2021-05-01;183.0;6.8;5.0;9.2
2021-05-02;159.0;5.5;1.5;10.0
2021-05-03;181.0;7.1;-0.9;13.7
2021-05-04;154.0;11.3;2.0;17.0
2021-05-05;177.0;9.2;6.2;12.1
2021-05-06;212.0;8.4;4.8;10.2
2021-05-07;200.0;8.9;6.0;12.4
2021-05-08;173.0;12.8;4.3;20.9
2021-05-09;185.0;16.8;5.6;24.5
2021-05-10;196.0;13.5;11.1;16.4
2021-05-11;198.0;10.6;8.5;12.6
2021-05-12;206.0;10.4;7.8;14.4
2021-05-13;163.0;8.8;4.4;12.3
2021-05-14;214.0;8.8;2.8;15.7
2021-05-15;180.0;8.4;5.5;12.1
2021-05-16;159.0;9.6;6.5;11.9
2021-05-17;162.0;9.6;7.4;13.7
2021-05-18;160.0;10.7;7.7;15.6
2021-05-19;187.0;8.5;6.4;12.1
2021-05-20;195.0;10.9;6.8;15.5
2021-05-21;158.0;10.0;6.8;14.7
2021-05-22;199.0;11.6;6.4;17.0
2021-05-23;168.0;11.0;6.8;16.4
2021-05-24;156.0;10.9;6.4;17.6
2021-05-25;171.0;10.1;6.0;14.9
2021-05-26;162.0;13.2;7.1;18.1
2021-05-27;152.0;11.9;6.6;15.7
2021-05-28;181.0;13.7;4.3;20.8
2021-05-29;169.0;14.2;8.9;19.4
2021-05-30;171.0;14.1;7.1;20.1
2021-05-31;167.0;14.9;6.1;22.0
2021-06-01;163.0;16.9;6.8;24.3
2021-06-02;151.0;17.9;14.8;22.7
2021-06-03;200.0;19.3;15.1;24.9
2021-06-04;168.0;18.5;15.2;24.5
2021-06-05;172.0;15.4;13.8;19.1
2021-06-06;182.0;16.3;13.5;20.5
2021-06-07;149.0;16.5;14.6;19.9
2021-06-08;135.0;16.5;14.8;20.5
2021-06-09;150.0;17.4;14.0;22.4
2021-06-10;184.0;18.3;12.4;24.6
2021-06-11;191.0;19.3;11.4;25.5
2021-06-12;180.0;20.5;12.9;26.6
2021-06-13;160.0;20.1;14.1;25.1
2021-06-14;165.0;19.7;11.6;27.6
2021-06-15;150.0;20.8;11.9;28.2
2021-06-16;150.0;22.1;12.9;29.7
2021-06-17;169.0;23.6;16.1;29.7
2021-06-18;186.0;22.8;17.0;29.9
2021-06-19;175.0;23.4;17.8;29.3
2021-06-20;145.0;20.3;14.8;26.8
2021-06-21;169.0;18.6;15.4;24.8
2021-06-22;149.0;17.6;14.6;21.8
2021-06-23;152.0;17.3;13.1;22.5
2021-06-24;139.0;15.6;13.1;20.7
2021-06-25;148.0;15.2;11.1;17.9
2021-06-26;174.0;17.2;10.0;23.5
2021-06-27;150.0;20.2;13.0;26.8
2021-06-28;150.0;18.7;14.9;25.9
2021-06-29;172.0;16.0;12.3;19.9
2021-06-30;159.0;14.6;11.8;19.2
2021-07-01;181.0;16.8;13.6;21.6
2021-07-02;182.0;18.0;11.2;23.8
2021-07-03;163.0;16.8;12.8;21.8
2021-07-04;153.0;17.1;13.3;20.0
2021-07-05;190.0;18.6;13.5;24.2
2021-07-06;148.0;17.6;12.3;20.5
2021-07-07;145.0;17.7;16.0;21.9
2021-07-08;165.0;15.6;12.1;18.6
2021-07-09;139.0;16.6;12.4;22.1
2021-07-10;173.0;17.6;10.6;24.9
2021-07-11;141.0;17.9;13.1;23.2
2021-07-12;171.0;18.5;12.7;24.4
2021-07-13;129.0;13.8;11.9;17.1
2021-07-14;166.0;14.6;12.0;19.6
2021-07-15;132.0;15.3;13.5;17.6
2021-07-16;170.0;16.5;13.0;21.3
2021-07-17;166.0;17.6;12.2;22.9
2021-07-18;145.0;20.5;17.2;25.2
2021-07-19;154.0;21.2;15.8;27.0
2021-07-20;139.0;20.4;14.0;26.9
2021-07-21;184.0;20.4;13.1;27.8
2021-07-22;153.0;20.8;13.5;27.9
2021-07-23;168.0;22.0;14.2;28.7
2021-07-24;162.0;20.6;16.8;25.8
2021-07-25;160.0;18.5;15.0;23.4
2021-07-26;156.0;18.1;14.7;22.1
2021-07-27;146.0;19.3;13.2;24.8
2021-07-28;152.0;18.6;15.3;22.9
2021-07-29;167.0;19.9;15.1;25.6
2021-07-30;168.0;19.4;15.0;26.2
2021-07-31;160.0;17.9;14.5;21.4
2021-08-01;162.0;13.7;11.0;16.1
2021-08-02;163.0;15.9;11.7;20.8
2021-08-03;162.0;14.4;11.4;18.9
2021-08-04;174.0;14.1;12.8;16.2
2021-08-05;132.0;16.5;13.4;20.5
2021-08-06;147.0;18.2;14.7;22.9
2021-08-07;164.0;15.3;13.4;20.4
2021-08-08;200.0;15.9;11.1;20.9
2021-08-09;181.0;15.6;9.8;21.1
2021-08-10;182.0;19.1;11.2;27.2
2021-08-11;190.0;21.1;14.1;28.8
2021-08-12;171.0;22.6;14.9;30.5
2021-08-13;181.0;23.1;16.7;30.3
2021-08-14;196.0;23.7;17.9;30.5
2021-08-15;190.0;23.6;17.3;30.4
2021-08-16;193.0;18.8;13.9;21.3
2021-08-17;166.0;16.3;13.6;20.8
2021-08-18;175.0;17.2;13.9;22.2
2021-08-19;182.0;17.8;15.2;21.9
2021-08-20;169.0;18.8;13.9;24.5
2021-08-21;205.0;20.2;13.4;27.8
2021-08-22;173.0;18.1;14.5;21.7
2021-08-23;200.0;16.8;12.2;21.6
2021-08-24;180.0;15.3;13.7;17.8
2021-08-25;176.0;14.7;10.8;18.4
2021-08-26;190.0;15.9;9.0;22.7
2021-08-27;200.0;15.1;10.1;20.6
2021-08-28;184.0;13.6;6.3;19.6
2021-08-29;203.0;14.2;10.1;16.8
2021-08-30;193.0;15.1;11.4;20.1
2021-08-31;186.0;15.3;9.5;20.2
2021-09-01;269.0;15.8;11.3;22.0
2021-09-02;221.0;16.5;9.0;24.2
2021-09-03;228.0;17.3;10.5;24.7
2021-09-04;204.0;17.9;10.7;26.0
2021-09-05;217.0;18.3;11.5;26.1
2021-09-06;196.0;18.2;10.9;25.9
2021-09-07;198.0;17.7;10.9;25.2
2021-09-08;211.0;18.7;11.6;26.0
2021-09-09;221.0;17.2;13.3;21.0
2021-09-10;208.0;17.2;14.3;21.0
2021-09-11;185.0;17.7;12.4;23.3
2021-09-12;184.0;16.8;11.3;23.0
2021-09-13;218.0;18.1;10.7;25.5
2021-09-14;203.0;19.0;12.8;24.2
2021-09-15;208.0;18.6;16.9;21.7
2021-09-16;207.0;17.3;16.3;20.8
2021-09-17;217.0;15.9;11.3;20.6
2021-09-18;175.0;14.7;8.8;20.9
2021-09-19;160.0;11.6;10.5;13.1
2021-09-20;201.0;12.2;10.7;14.1
2021-09-21;200.0;12.8;8.5;18.2
2021-09-22;180.0;12.0;6.9;17.3
2021-09-23;188.0;13.2;6.2;20.5
2021-09-24;212.0;14.8;7.8;22.3
2021-09-25;169.0;16.6;9.8;22.6
2021-09-26;150.0;16.0;13.2;19.3
2021-09-27;167.0;15.9;11.1;20.5
2021-09-28;174.0;14.3;12.5;17.1
2021-09-29;174.0;13.9;10.9;18.2
2021-09-30;164.0;11.2;6.2;16.2
2021-10-01;165.0;12.3;5.2;19.7
2021-10-02;170.0;15.4;11.7;20.9
2021-10-03;177.0;14.2;10.2;20.2
2021-10-04;176.0;11.1;10.3;12.4
2021-10-05;165.0;11.9;9.6;15.6
2021-10-06;157.0;9.2;7.2;12.0
2021-10-07;119.0;9.6;6.9;13.0
2021-10-08;161.0;10.3;8.5;13.1
2021-10-09;145.0;8.7;4.7;11.5
2021-10-10;145.0;6.6;1.7;13.0
2021-10-11;165.0;6.0;-0.4;13.6
2021-10-12;158.0;7.3;1.2;11.6
2021-10-13;156.0;7.7;3.2;11.6
2021-10-14;155.0;5.5;0.1;12.6
2021-10-15;146.0;6.8;-0.8;14.8
2021-10-16;156.0;7.0;0.6;14.4
2021-10-17;134.0;6.8;0.0;14.4
2021-10-18;174.0;8.9;2.6;17.0
2021-10-19;147.0;10.1;4.9;18.1
2021-10-20;189.0;12.0;3.0;19.5
2021-10-21;169.0;12.6;9.2;15.8
2021-10-22;153.0;8.3;2.6;12.0
2021-10-23;164.0;5.0;0.0;11.4
2021-10-24;143.0;5.5;-1.7;13.7
2021-10-25;171.0;8.2;2.8;15.2
2021-10-26;187.0;9.0;4.1;14.5
2021-10-27;143.0;5.9;2.0;11.2
2021-10-28;165.0;5.8;1.4;11.4
2021-10-29;157.0;5.7;0.9;13.2
2021-10-30;137.0;5.5;0.4;9.1
2021-10-31;148.0;9.7;5.6;15.8
2021-11-01;164.0;8.9;6.3;10.8
2021-11-02;175.0;6.3;2.3;10.5
2021-11-03;163.0;5.1;1.2;6.9
2021-11-04;167.0;5.0;3.3;7.5
2021-11-05;183.0;4.5;-1.1;9.3
2021-11-06;165.0;2.9;-1.9;7.8
2021-11-07;190.0;3.1;-3.3;9.0
2021-11-08;205.0;5.1;0.9;7.6
2021-11-09;189.0;2.8;-0.2;6.0
2021-11-10;190.0;1.9;-1.7;5.8
2021-11-11;161.0;3.3;-2.3;11.1
2021-11-12;183.0;3.5;0.3;8.3
2021-11-13;184.0;5.8;2.3;8.7
2021-11-14;170.0;6.7;4.4;8.9
2021-11-15;198.0;5.2;4.5;6.5
2021-11-16;206.0;5.3;4.5;6.1
2021-11-17;201.0;4.4;3.5;5.1
2021-11-18;202.0;2.7;-1.5;7.5
2021-11-19;200.0;1.2;-1.8;5.1
2021-11-20;196.0;0.5;-1.0;2.0
2021-11-21;201.0;1.5;-0.9;3.3
2021-11-22;238.0;3.6;2.6;5.1
2021-11-23;180.0;2.8;2.0;4.4
2021-11-24;183.0;2.1;1.6;2.8
2021-11-25;174.0;1.4;0.5;2.4
2021-11-26;196.0;1.2;0.0;2.3
2021-11-27;189.0;1.6;-0.8;4.5
2021-11-28;202.0;0.5;-1.7;1.7
2021-11-29;215.0;0.0;-0.8;2.0
2021-11-30;195.0;0.4;-2.0;2.6
2021-12-01;214.0;3.9;1.1;6.4
2021-12-02;206.0;2.3;-0.6;5.4
2021-12-03;193.0;-0.5;-3.5;1.6
2021-12-04;203.0;2.9;-0.3;7.4
2021-12-05;197.0;1.1;-0.6;2.9
2021-12-06;203.0;0.6;-0.6;2.1
2021-12-07;179.0;1.6;-0.3;4.3
2021-12-08;203.0;1.0;0.0;2.3
2021-12-09;194.0;0.9;-1.4;2.7
2021-12-10;159.0;-0.1;-2.6;2.7
2021-12-11;186.0;1.1;-3.7;2.1
2021-12-12;165.0;-2.0;-4.7;1.2
2021-12-13;213.0;-2.4;-6.6;2.3
2021-12-14;182.0;-0.7;-2.2;0.8
2021-12-15;173.0;-1.5;-2.6;0.4
2021-12-16;176.0;0.4;-1.1;1.6
2021-12-17;188.0;1.1;0.4;1.7
2021-12-18;183.0;-0.1;-4.1;3.7
2021-12-19;169.0;-2.6;-4.2;-1.4
2021-12-20;205.0;-2.3;-4.0;-0.2
2021-12-21;191.0;-2.4;-3.5;-1.7
2021-12-22;208.0;-3.6;-4.3;-2.6
2021-12-23;218.0;-0.8;-4.4;2.5
2021-12-24;188.0;2.4;-1.7;5.4
2021-12-25;189.0;2.4;-1.6;5.8
2021-12-26;191.0;4.8;2.9;6.2
2021-12-27;212.0;3.9;1.9;5.0
2021-12-28;234.0;6.9;3.0;11.1
2021-12-29;216.0;7.8;5.2;12.4
2021-12-30;187.0;11.0;8.7;14.4
2021-12-31;211.0;6.2;1.5;10.5
2022-01-01;203.0;3.3;-1.6;11.9
2022-01-02;201.0;4.7;-2.7;10.9
2022-01-03;242.0;9.8;7.7;11.9
2022-01-04;201.0;10.8;4.8;14.7
2022-01-05;183.0;1.1;-1.5;4.8
2022-01-06;189.0;-0.4;-4.7;2.5
2022-01-07;211.0;-1.2;-4.5;0.9
2022-01-08;212.0;1.5;-0.9;3.1
2022-01-09;192.0;2.0;0.0;3.8
2022-01-10;223.0;0.3;-2.7;2.9
2022-01-11;189.0;0.6;-0.7;2.4
2022-01-12;181.0;-1.3;-4.1;1.0
2022-01-13;168.0;-2.8;-5.4;0.6
2022-01-14;154.0;-2.7;-6.6;3.0
2022-01-15;177.0;-2.5;-6.1;3.2
2022-01-16;190.0;-2.7;-4.8;1.5
2022-01-17;206.0;1.0;-3.2;6.0
2022-01-18;174.0;0.1;-3.8;4.3
2022-01-19;188.0;0.7;-2.4;3.2
2022-01-20;187.0;1.3;0.0;3.7
2022-01-21;189.0;-0.9;-3.2;2.2
2022-01-22;198.0;-0.7;-5.4;4.6
2022-01-23;211.0;-1.0;-5.4;3.0
2022-01-24;234.0;-0.8;-3.5;1.5
2022-01-25;202.0;-2.2;-3.8;1.8
2022-01-26;207.0;-3.2;-5.5;-0.3
2022-01-27;188.0;-2.2;-5.2;1.7
2022-01-28;178.0;1.4;-2.8;7.3
2022-01-29;210.0;2.6;-3.4;8.8
2022-01-30;214.0;3.6;-2.3;9.1
2022-01-31;202.0;1.6;-2.5;4.2
2022-02-01;156.0;1.6;0.1;4.3
2022-02-02;181.0;5.1;1.1;7.3
2022-02-03;179.0;2.4;-0.8;5.4
2022-02-04;182.0;3.5;-2.6;8.1
2022-02-05;168.0;3.2;-2.4;7.8
2022-02-06;179.0;2.8;-4.5;6.0
2022-02-07;150.0;2.8;-3.0;6.3
2022-02-08;180.0;0.8;-4.5;8.6
2022-02-09;185.0;1.8;-3.8;10.5
2022-02-10;176.0;5.3;-3.2;13.3
2022-02-11;175.0;3.2;-2.3;6.8
2022-02-12;197.0;-0.8;-5.4;4.4
2022-02-13;187.0;1.9;-4.4;8.9
2022-02-14;184.0;2.2;-3.3;7.2
2022-02-15;170.0;3.3;0.3;6.3
2022-02-16;184.0;4.2;1.4;11.0
2022-02-17;172.0;10.1;8.4;11.9
2022-02-18;176.0;9.3;3.9;16.1
2022-02-19;170.0;4.8;1.7;7.9
2022-02-20;180.0;6.8;2.8;9.8
2022-02-21;207.0;4.8;2.6;8.6
2022-02-22;203.0;5.4;2.1;8.9
2022-02-23;199.0;6.5;1.0;11.8
2022-02-24;178.0;5.4;-1.5;11.4
2022-02-25;175.0;3.3;-0.9;7.1
2022-02-26;175.0;2.0;-2.1;6.2
2022-02-27;176.0;0.4;-4.2;6.0
2022-02-28;186.0;1.4;-5.3;8.9
2022-03-01;177.0;1.7;-4.3;9.7
2022-03-02;157.0;3.2;-4.2;10.0
2022-03-03;183.0;4.4;-2.5;13.0
2022-03-04;178.0;2.1;-4.1;9.5
2022-03-05;213.0;0.3;-6.4;7.3
2022-03-06;200.0;-0.2;-5.3;5.5
2022-03-07;199.0;-0.1;-4.7;5.3
2022-03-08;209.0;0.1;-6.4;8.1
2022-03-09;187.0;2.8;-4.5;11.3
2022-03-10;193.0;3.7;-3.6;12.6
2022-03-11;189.0;4.8;-3.3;13.0
2022-03-12;217.0;7.4;2.3;13.4
2022-03-13;213.0;8.4;0.8;14.3
2022-03-14;166.0;7.6;1.2;13.5
2022-03-15;170.0;7.2;3.9;11.7
2022-03-16;208.0;8.1;2.3;13.6
2022-03-17;185.0;9.7;4.3;15.4
2022-03-18;190.0;7.8;4.9;9.4
2022-03-19;205.0;6.5;0.9;11.8
2022-03-20;197.0;6.6;-0.9;14.7
2022-03-21;186.0;6.8;-0.9;15.2
2022-03-22;151.0;7.0;-1.1;14.9
2022-03-23;166.0;7.4;-1.3;16.6
2022-03-24;162.0;8.4;-0.6;17.6
2022-03-25;188.0;8.9;-0.4;17.7
2022-03-26;174.0;9.1;-0.1;18.4
2022-03-27;185.0;9.1;0.4;18.7
2022-03-28;201.0;9.7;-1.1;18.5
2022-03-29;152.0;11.3;3.4;17.4
2022-03-30;167.0;10.0;7.2;12.8
2022-03-31;162.0;6.6;4.4;9.5
2022-04-01;153.0;0.6;-2.7;4.4
2022-04-02;155.0;-0.7;-2.1;1.4
2022-04-03;142.0;-0.4;-3.7;1.9
2022-04-04;163.0;2.8;-2.3;8.3
2022-04-05;169.0;7.5;4.0;11.9
2022-04-06;148.0;10.0;4.9;16.3
2022-04-07;154.0;9.3;7.7;10.7
2022-04-08;169.0;10.8;8.1;13.2
2022-04-09;166.0;3.7;1.0;9.4
2022-04-10;161.0;4.6;0.1;10.6
2022-04-11;163.0;7.4;-1.3;15.6
2022-04-12;160.0;12.0;1.8;20.0
2022-04-13;151.0;14.4;7.6;20.9
2022-04-14;145.0;14.7;6.4;21.3
2022-04-15;184.0;14.5;9.1;20.1
2022-04-16;178.0;10.9;6.3;14.4
2022-04-17;155.0;8.9;1.6;14.9
2022-04-18;163.0;8.8;0.0;17.4
2022-04-19;151.0;10.3;1.3;18.3
2022-04-20;148.0;10.4;3.1;17.1
2022-04-21;155.0;10.2;1.7;17.1
2022-04-22;155.0;10.4;4.3;17.0
2022-04-23;153.0;10.4;6.2;14.8
2022-04-24;135.0;8.1;4.8;11.1
2022-04-25;140.0;9.0;7.0;10.6
2022-04-26;147.0;9.1;4.2;13.8
2022-04-27;123.0;9.7;0.9;16.2
2022-04-28;135.0;11.5;2.7;18.9
2022-04-29;162.0;12.2;3.4;19.8
2022-04-30;149.0;10.9;5.0;17.3
2022-05-01;144.0;9.9;2.0;16.2
2022-05-02;161.0;11.5;2.3;18.5
2022-05-03;146.0;11.3;5.3;18.9
2022-05-04;137.0;12.0;5.2;17.9
2022-05-05;129.0;10.4;9.5;11.1
2022-05-06;147.0;11.0;9.4;13.4
2022-05-07;136.0;12.7;9.6;18.4
2022-05-08;121.0;12.7;8.0;16.6
2022-05-09;146.0;15.0;10.4;20.4
2022-05-10;139.0;16.6;8.0;23.2
2022-05-11;138.0;19.0;9.4;25.9
2022-05-12;162.0;19.3;11.6;25.9
2022-05-13;132.0;17.3;14.2;20.5
2022-05-14;159.0;17.9;11.5;23.9
2022-05-15;150.0;18.5;9.3;26.3
2022-05-16;162.0;18.2;12.5;23.7
2022-05-17;146.0;18.4;10.6;25.3
2022-05-18;134.0;19.6;11.1;26.6
2022-05-19;154.0;20.6;12.4;28.1
2022-05-20;163.0;22.6;14.5;29.5
2022-05-21;135.0;20.2;14.8;25.4
2022-05-22;132.0;18.3;13.3;24.4
2022-05-23;177.0;18.4;14.4;25.2
2022-05-24;135.0;13.5;11.3;15.9
